law,weights,replicate,ess,max_weight,D4,moment_error,success,condition,I1,I2,I3,I4
unimodal,pareto,66,96.11230981760137,0.05541005613089255,1.122552926866395,8.8626883609777e-12,True,5717.4557424029545,1.112321448499876,0.0023418660230944965,0.005388054841136025,0.0025015575022884207
unimodal,equal,67,400.00000000000006,0.0025,0.9693307544567769,9.992007221626409e-15,True,1511.3801049083515,0.9631697332718807,0.0006649773593130348,0.0012128194826872551,0.004283224342895853
unimodal,pareto,67,144.01199557876288,0.046585690085692175,0.9578845082184211,1.39194211712379e-10,True,2021.0834972613102,0.9434888309218312,0.003774181479952343,0.003203878752771061,0.007417617063866455
unimodal,equal,68,400.00000000000006,0.0025,1.0320263557487537,2.3542279237176444e-11,True,2729.4752728779376,1.0302789968342965,0.0005574951030622444,0.0008833525550966392,0.0003065112562983252
unimodal,pareto,68,116.8220804979398,0.05399777363635265,1.0436323889365289,8.202805101831245e-11,True,8256.978156736119,1.0323973764509975,0.002131736322095623,0.0031477352906938982,0.00595554087274186
unimodal,equal,69,400.00000000000006,0.0025,1.0036037045365465,1.9082402324954728e-11,True,305.44739033590577,1.0011837777333712,0.00022653751477852424,0.002084126990882229,0.00010926229751451189
unimodal,pareto,69,89.82871017498567,0.06931946647934113,1.1280501320549865,5.2314819143362e-11,True,529.6080461707843,1.1202144264121197,0.0032744733639087364,0.002577579769228233,0.001983652509729872
unimodal,equal,70,400.00000000000006,0.0025,0.9797954228091426,6.317679712708468e-11,True,27694.496716088346,0.973959450118262,0.0015032764438078772,0.0005556992798712024,0.0037769969672014625
unimodal,pareto,70,81.21423933271556,0.08714749688027633,1.031858267787058,6.802336471878334e-12,True,85180.46583133121,1.0041989318657354,0.010034253882784228,0.005707620126600865,0.011917461911937544
unimodal,equal,71,400.00000000000006,0.0025,1.0089945155766218,7.110678712507479e-11,True,8420.771298073434,0.9998656922832447,0.0001478613495438097,0.0025457964208519535,0.00643516552298129
unimodal,pareto,71,87.04476707395135,0.08083754663154616,1.0577204434658576,8.43769498715119e-15,True,16280.526873116498,1.0376529446186185,0.009612317457291297,0.0019471600900198283,0.008508021299928004
unimodal,equal,72,400.00000000000006,0.0025,1.046015602966909,3.11972669919669e-14,True,472440.5162176845,1.0361372303310636,0.004844617440204146,0.004407435451381225,0.0006263197442599733
unimodal,pareto,72,76.73145450329976,0.08063613960785385,1.0344311849331405,1.0205170042354439e-12,True,1276671.0614875655,1.0110579784547973,0.014903115977737968,0.0001632122553516524,0.008306878245253557
unimodal,equal,73,400.00000000000006,0.0025,1.0531051293413771,7.0468075819007936e-12,True,150669.4053797953,1.0460554716797303,0.004868249943614789,0.0010988578203328103,0.001082549897699181
unimodal,pareto,73,65.95281705975184,0.0945700209854029,0.989742502821092,1.0168532682541809e-12,True,19321.369933336977,0.96178719421669,0.023862371730359655,0.002361681781104963,0.0017312550929373671
